,brand,model,price,province,matriculation,fuel,kilometres,gear
8700,BMW,Serie 3 318i Touring,22944,Alicante,2017, Gasolina,32388,Automático
8701,RENAULT,Kadjar 1.3 TCe GPF Zen 103kW,21900,Granada,2021, Gasolina,19152,Manual
8702,OPEL,Mokka X 1.6 CDTI,14999,Pontevedra,2017, Diésel,87105,Manual
8703,MERCEDES-BENZ,Clase GLC 250 4Matic Aut.,37900,Barcelona,2018, Gasolina,49046,Automático
8704,VOLKSWAGEN,Golf 1.6 TDI 105cv DPF DSG Sport,11490,Jaén,2012, Diésel,77489,Manual
8705,LAND-ROVER,Range Rover Sport 3.0 SDV6 255 CV HSE,22490,Madrid,2013, Diésel,120300,Automático
8706,MERCEDES-BENZ,Clase CLA Shooting Brake 220d AMG Line 7G-DCT 4Matic,21490,Valladolid,2015, Diésel,154000,Automático
8707,VOLKSWAGEN,Tiguan 2.0 TDI 150CV BMT 4Motion DSG,23990,Castellón,2016, Diésel,91383,Automático
8708,SKODA,Octavia 1.9TDI Trend,6790,Vizcaya,2008, Diésel,135444,Manual
8709,FORD,C-Max 2.0TDCi Auto-S&S Titanium,15380,Vizcaya,2017, Diésel,69991,Manual
8710,FIAT,500 1.2 8v 51kW (69CV) Mirror,13490,Valencia,2018, Gasolina,77003,Manual
8711,NISSAN,Micra 1.2 Tekna,8900,Valencia,2015, Gasolina,52567,Manual
8712,LAND-ROVER,Discovery 3.0TD6 HSE Luxury Aut.,44900,Toledo,2017, Diésel,37000,Automático
8713,MERCEDES-BENZ,Clase GLA 200 CDI Urban,17990,Sevilla,2014, Diésel,148181,Automático
8714,SKODA,Fabia 19000,5490,Murcia,2009, Gasolina,14936,Manual
8715,SMART,Fortwo EQ,22900,Córdoba,2020, Eléctrico,6,Automático
8716,DS,DS4 4 1.6 HDi 90cv,9990,Castellón,2015, Diésel,126080,Manual
8717,FIAT,500 1.0 Hybrid Dolcevita 52kW,14490,Alicante,2021, Gasolina,10448,Manual
8718,VOLKSWAGEN,Golf Sport 1.4 TSI 92kW (125CV),16990,Salamanca,2018, Gasolina,25645,Manual
8719,BMW,Serie 5 M5,36990,Barcelona,2012, Gasolina,184868,Automático
8720,JAGUAR,F-Pace 2.0i4D Portfolio Aut. AWD 180,33990,Vizcaya,2017, Diésel,64000,Automático
8721,VOLKSWAGEN,Golf 1.6TDI Ready2GO 85kW,15900,Barcelona,2018, Diésel,157986,Manual
8722,MERCEDES-BENZ,Clase B 180d 7G-DCT,32200,Barcelona,2019, Diésel,31020,Automático
8723,SEAT,Ateca 2.0TDI CR S&S Style 4Drive 150,21500,Barcelona,2017, Diésel,129411,Manual
8724,AUDI,A3 Sportback 1.6TDI Ambition,10990,Valencia,2011, Diésel,142577,Manual
8725,TOYOTA,Yaris 1.5 VVT-IE 100KW S-EDITION CVT 5P,14300,Valencia,2021, Gasolina,13410,Manual
8726,TOYOTA,Yaris 1.0 City,10970,Valencia,2019, Gasolina,49998,Manual
8727,SEAT,Ateca 1.0 TSI S&S Style,22900,Vizcaya,2020, Gasolina,48809,Manual
8728,CITROEN,C4 1.4 VTi Tonic,9990,Valencia,2014, Gasolina,41954,Manual
8729,KIA,Ceed 1.0 T-GDI CONCEPT ECO-DYNAMICS PRO_CEE'D 100 3P,11290,Cantabria,2016, Gasolina,76966,Manual
8730,OPEL,Antara 2.2CDTI Selective S&S 4x2,12950,Girona,2014, Diésel,65560,Manual
8731,LEXUS,NX 300h 2.5 300h Luxury 4WD 322€/mes,38895,Madrid,2018, Híbrido,75000,Automático
8732,PEUGEOT,208 1.6 BlueHDi Active 100,10990,Pontevedra,2016, Diésel,79269,Manual
8733,TOYOTA,Prius Plug-In 125PH Solar,27990,Guadalajara,2020, Híbrido,8659,Automático
8734,TOYOTA,Auris Hybrid Advance,14470,Vizcaya,2017, Híbrido,94000,Automático
8735,TOYOTA,Corolla 2.0 180H ADVANCE E-CVT,23740,Ávila,2019, Híbrido,44358,Automático
8736,VOLKSWAGEN,Touran 1.6TDI Business Edition 85kW,21300,Valencia,2019, Diésel,103905,Manual
8737,VOLVO,XC40 T2 Momentum Core,28950,Málaga,2021, Gasolina,5400,Manual
8738,NISSAN,Micra 5P IG-T 68 KW (92 CV) E6D-F 4X2 N-SPORT,14900,Guipúzcoa,2021, Gasolina,11201,Manual
8739,SEAT,León 2.0TDI CR S&S Xcellence DSG-7 150,27300,Valencia,2020, Diésel,11806,Automático
8740,BMW,X4 xDrive 20dA,62788,Barcelona,2021, Diésel,10460,Automático
8741,CITROEN,C3 Aircross 1.5 BLUE HDI 100 CV,12990,Pontevedra,2018, Diésel,135197,Manual
8742,BMW,Serie 1 118dA,39000,Barcelona,2021, Diésel,8200,Automático
8743,KIA,Niro DRIVE,13500,Pontevedra,2017, Híbrido,127800,Automático
8744,OPEL,Corsa 1.2T XHL 74kW (100CV) Elegance,14400,Sevilla,2021, Gasolina,14077,Manual
8745,AUDI,A5 Coupé 2.0TDI S Line S tronic 140kW,33900,Cáceres,2016, Diésel,27359,Automático
8746,AUDI,Q3 2.0TDI Sport edition 110kW(4.75),23900,Girona,2018, Diésel,78664,Manual
8747,AUDI,A4 35 TFSI S line 110kW,25900,Barcelona,2019, Gasolina,37294,Manual
8748,RENAULT,Clio TCe GPF Energy Zen 66kW,11750,Girona,2019, Gasolina,11834,Manual
8749,BMW,Serie 2 216d Gran Tourer,15900,Álava,2016, Diésel,97000,Manual
8750,OPEL,Astra 1.5D S/S GS Line 122,18900,Álava,2020, Diésel,1400,Manual
8751,VOLKSWAGEN,Polo 1.0 TSI Advance DSG 70kW,18200,Cáceres,2021, Gasolina,13094,Automático
8752,VOLKSWAGEN,Polo 1.0 TSI Advance DSG 70kW,18200,Cáceres,2021, Gasolina,13094,Automático
8753,TOYOTA,C-HR 125H Dynamic Plus,19470,Madrid,2017, Híbrido,63938,Automático
8754,JAGUAR,XE 2.0 Diesel Pure Aut. 180,21900,Valencia,2015, Diésel,75700,Automático
8755,RENAULT,Zoe Intens 50 R110 80kW,14500,Ciudad Real,2020, Eléctrico,28000,Automático
8756,BMW,X3 xDrive 20iA,47990,Madrid,2020, Gasolina,13885,Automático
8757,CITROEN,C-Elysée 1.6BlueHDi Shine 100,10500,Madrid,2017, Diésel,67495,Manual
8758,LEXUS,NX 300h 2.5 300h F Sport 4WD,48695,Madrid,2021, Híbrido,15000,Automático
8759,LEXUS,LS 500h Luxury Art Wood L- White,91895,Madrid,2020, Híbrido,9770,Automático
8760,PEUGEOT,508 SW  Puretech 130 S&S EAT8 Allure Pack,32500,Sevilla,2021, Gasolina,1,Automático
8761,PEUGEOT,3008 1.6BLUEHDI 88KW ALLURE AUTO S&S 5P,19990,Valencia,2017, Diésel,95161,Automático
8762,SEAT,León X-perience 2.0TDI CR S&S 4Drive DSG6 150,20900,Madrid,2018, Diésel,126000,Automático
8763,BMW,X1 sDrive 18d,22400,Madrid,2017, Diésel,80200,Automático
8764,AUDI,A6 Avant 2.0 TDI 150cv ultra S tronic,16990,Sevilla,2014, Diésel,128020,Automático
8765,AUDI,A3 Sportback 35 TFSI 150 s line,30351,Barcelona,2021, Gasolina,12190,Manual
8766,AUDI,A3 2.0TDI Ambition DPF,8700,Badajoz,2009, Diésel,211960,Manual
8767,SKODA,Rapid 1.2 TSI 90cv Ambition,10490,Jaén,2016, Gasolina,83102,Manual
8768,OPEL,Crossland X 1.2T S&S Innovation 130,16900,Murcia,2019, Gasolina,50077,Manual
8769,BMW,Serie 3 Touring 320d EfficientDynamics Edition,16390,Vizcaya,2015, Diésel,128193,Manual
8770,FORD,Focus 1.5TDCi ST-Line Black&Red Ed. 120,11900,Pontevedra,2017, Diésel,110685,Manual
8771,CITROEN,C3 Aircross PureTech 81kW (110CV) S&S Feel,16900,Valencia,2021, Gasolina,13049,Manual
8772,VOLKSWAGEN,T-Cross TODOTERRENO 1.0 TSI 70KW EDITION 95 5P,18400,Murcia,2021, Gasolina,15683,Manual
8773,HYUNDAI,i30 1.5 DPI 110cv  Essence,15180,Barcelona,2020, Gasolina,28365,Manual
8774,FIAT,Tipo 1.3 Multijet II Mirror,13400,Sevilla,2020, Diésel,50940,Manual
8775,SEAT,León 1.6 TDI CR DPF Copa,7500,Badajoz,2011, Diésel,169250,Manual
8776,SEAT,Ibiza SPORT 1.6 TDI 105 CV. RANCHERA,6900,Badajoz,2010, Diésel,182509,Manual
8777,MERCEDES-BENZ,Clase A 250e 8G-DCT,38900,Guipúzcoa,2020, Híbrido Enchufable,18000,Automático
8778,MERCEDES-BENZ,Clase B 180d 7G-DCT,30500,Castellón,2019, Diésel,35790,Automático
8779,HYUNDAI,i30 CW 1.6 CRDi 110cv BlueDri. Tecno Nav DCT,9990,Jaén,2015, Diésel,108476,Automático
8780,VOLKSWAGEN,Golf MY10 1.6 TDI DIESEL 105CV ADVANCE DSG,11890,Burgos,2010, Diésel,158452,Automático
8781,CITROEN,C4 1.6HDi Business,9000,Murcia,2011, Diésel,113087,Manual
8782,MERCEDES-BENZ,Clase CLA 200CDI SHOOTING BRAKE URBAN,20900,Lugo,2016, Diésel,141500,Automático
8783,NISSAN,Note 1.5dCi Naru Edition,9890,Pontevedra,2015, Diésel,70463,Manual
8784,RENAULT,Mégane RS Trophy TCe 221 kW (300CV) GPF,31490,Valladolid,2019, Gasolina,9999,Manual
8785,INFINITI,Q50 2.2d Aut.,17110,Vizcaya,2016, Diésel,72105,Automático
8786,SUZUKI,Jimny 1.3 JX,16490,Valencia,2017, Gasolina,44371,Manual
8787,MERCEDES-BENZ,Clase CLA 200 CDI / d AMG Line,28000,Asturias,2017, Diésel,64461,Manual
8788,FORD,Focus 1.0 Ecoboost MHEV ST Line 125,21300,Guipúzcoa,2021, Gasolina,7,Manual
8789,VOLKSWAGEN,T-Roc TODOTERRENO 1.5 TSI 110KW ADVANCE 150 5P,26900,Murcia,2021, Gasolina,11672,Manual
8790,RENAULT,Mégane RS TCe GPF 205 kW (280CV) EDC,33290,Madrid,2019, Gasolina,17300,Automático
8791,FORD,Fiesta 1.0 EcoBoost S/S ST Line 140,14900,Alicante,2019, Gasolina,37030,Manual
8792,CITROEN,C1 VTi 53kW (72CV) S&S Urban Ride,9990,Salamanca,2019, Gasolina,10442,Manual
8793,VOLVO,XC60 XC-60  D4 AWD Inscription Automático,41900,Madrid,2017, Diésel,57114,Automático
8794,AUDI,Q3 35 TDI S tronic 110kW (4.75),34900,Barcelona,2019, Diésel,26342,Automático
8795,MERCEDES-BENZ,Clase C 250 9G-Tronic,36300,Barcelona,2017, Gasolina,43257,Automático
8796,RENAULT,Mégane 1.5dCi Energy Tech Road 81kW,14390,La Coruña,2017, Diésel,60470,Manual
8797,FORD,Kuga ST-Line X 2.0 EcoBlue MHEV 110kW (150CV),32000,Navarra,2020, Eléctrico,2400,Manual
8798,BMW,Serie 3 320dA,51500,Málaga,2021, Diésel,10,Automático
8799,BMW,Serie 2 218d Coupé,21900,Madrid,2018, Diésel,103900,Manual
8800,FORD,Ka Ka+ 1.19 Ti-VCT Ultimate,9245,Jaén,2016, Gasolina,33535,Manual
8801,MINI,Mini Cooper 2.0 JOHN COOPER WORKS CABRIO 2P,32900,Madrid,2017, Gasolina,51137,Manual
8802,MINI,Countryman Cooper S ALL4 Aut. 184,15500,Alicante,2011, Gasolina,120734,Automático
8803,MITSUBISHI,Eclipse Cross 150 T Kaiteki Black Edition CCS 4WD 8CVT,27000,Burgos,2020, Gasolina,14500,Automático
8804,OPEL,Crossland 1.2 81KW 2020 5P,17900,Alicante,2020, Gasolina,29792,Manual
8805,NISSAN,Juke OPCIONALES:,20100,Barcelona,2020, Gasolina,6025,Manual
8806,SEAT,León ST 1.5 TSI S&S FR 150,22700,Castellón,2021, Gasolina,4118,Manual
8807,TOYOTA,Corolla 125H Active Tech,19990,Badajoz,2019, Híbrido,53025,Automático
8808,TOYOTA,Prius Plug-In 125PH Solar,27990,Soria,2020, Híbrido,8659,Automático
8809,TOYOTA,Corolla 2.0 180H ADVANCE E-CVT,23740,Murcia,2019, Híbrido,44358,Automático
8810,RENAULT,Clio 1.0 TCE 67KW ZEN 90 5P,15500,Guipúzcoa,2021, Gasolina,12206,Manual
8811,MERCEDES-BENZ,Clase C 180 9G-Tronic,25300,Valencia,2017, Gasolina,39344,Automático
8812,VOLKSWAGEN,Golf 1.6TDI Advance 85kW,17000,Valencia,2018, Diésel,135086,Manual
8813,MERCEDES-BENZ,Clase A 180d 7G-DCT,26990,Pontevedra,2018, Diésel,25600,Automático
8814,OPEL,Meriva 1.6 XE Essentia,2800,Barcelona,2004, Gasolina,169000,Manual
8815,SEAT,Arona 1.0 TSI 85KW XCELLENCE ECOMOTIVE 115 5P,17400,Guipúzcoa,2017, Gasolina,22000,Manual
8816,OPEL,Corsa 1.2T XHL 74kW (100CV) Elegance,14000,Sevilla,2020, Gasolina,41942,Manual
8817,MERCEDES-BENZ,Clase B 180,32900,Barcelona,2021, Gasolina,14294,Automático
8818,RENAULT,Mégane S.T. 1.5dCi Energy Business 81kW,11900,Pontevedra,2017, Diésel,142461,Manual
8819,VOLVO,XC60 XC-60 2.0 D3 MOMENTUM 5P,24500,Madrid,2017, Diésel,126796,Manual
8820,BMW,Serie 1 116dA,18990,Granada,2018, Diésel,94250,Automático
8821,SEAT,León ST 1.6TDI CR S&S Style 115,15500,Málaga,2017, Diésel,65196,Manual
8822,SEAT,Arona 1.0 TSI S&S Style 110,16490,Cádiz,2021, Gasolina,13142,Manual
8823,BMW,Serie 4 M4A GTS,156000,Asturias,2017, Gasolina,46,Automático
8824,BMW,X4 xDrive 20dA,60900,Cáceres,2021, Diésel,7890,Automático
8825,BMW,X6 MA,69900,Almería,2017, Gasolina,71542,Automático
8826,DS,DS7 Crossback 2.0BlueHDi Grand Chic Aut.,32900,Zaragoza,2018, Diésel,39433,Automático
8827,OPEL,Mokka 1.2 T 96kW (130 CV) Business Elegance,20500,Madrid,2021, Gasolina,9509,Manual
8828,PEUGEOT,308 5p Allure 1.5 BlueHDi 96KW (130CV),13990,Sevilla,2018, Diésel,99000,Manual
8829,PEUGEOT,508 Allure 2.0 HDI 160cv,9990,Jaén,2012, Diésel,129452,Automático
8830,PEUGEOT,508 BlueHDi 130kW (180) S&S EAT8 GT,28490,Málaga,2019, Diésel,91708,Automático
8831,PEUGEOT,2008 BlueHDI 81kW (110CV) Allure Pack,24900,La Coruña,2021, Diésel,11429,Manual
8832,PEUGEOT,208 Allure Pack Eléctrico 100kW,27900,Valencia,2021, Eléctrico,70,Automático
8833,AUDI,A1 Sportback 1.0 TFSI Active Kit,16495,Sevilla,2018, Gasolina,29963,Manual
8834,AUDI,A4 Avant 2.0 TDI 143cv DPF,12490,Valencia,2011, Diésel,136645,Automático
8835,AUDI,A3 Sportback 1.5 TFSI COD EVO Black line S-T 110kW,22290,Vizcaya,2018, Gasolina,80000,Automático
8836,MINI,One D 1.5D 95cv,15970,Valencia,2017, Diésel,83788,Manual
8837,NISSAN,Qashqai 1.6dCi Tekna 4x2 XTronic 19´´,14299,Barcelona,2014, Diésel,199000,Automático
8838,RENAULT,Captur 1.5dCi eco2 Energy Zen 110,16209,Madrid,2017, Diésel,75650,Manual
8839,CITROEN,C-Elysée 1.6HDi Seduction 92,8090,Vizcaya,2015, Diésel,90120,Manual
8840,ALFA,ROMEO MiTo 1.3JTDm S&S Distinctive 95,5790,Vizcaya,2011, Diésel,218489,Manual
8841,PORSCHE,911 Carrera 4 Coupé,73900,Madrid,2015, Gasolina,37000,Automático
8842,CITROEN,C3 PureTech 60KW (82CV) FEEL Feel,11690,Zaragoza,2017, Gasolina,38122,Manual
8843,SEAT,Arona 1.0 TSI 95 style edition,15134,Barcelona,2020, Gasolina,22239,Manual
8844,MAZDA,Mazda3 2.0 SKYACTIV-G 122cv M Hybrid Zenith,23460,Barcelona,2020, Híbrido,6169,Manual
8845,BMW,Serie 4 M4A Cabrio Competition,81500,Málaga,2018, Gasolina,9350,Automático
8846,FIAT,Bravo 1.6Mjt Active ECO,4900,Barcelona,2009, Diésel,94000,Manual
8847,RENAULT,Clio 1.5dCi eco2 Energy Business 75,9600,La Coruña,2016, Diésel,94189,Manual
8848,HYUNDAI,i20 1.2 Fresh,15900,Pontevedra,2021, Gasolina,2500,Manual
8849,RENAULT,Scénic XMOD Bose Edition dCi 110 EDC,10990,Valladolid,2014, Diésel,158000,Automático
8850,VOLKSWAGEN,Tiguan 1.4TSI Sport 4x4 160,14490,Vizcaya,2011, Gasolina,102000,Manual
8851,FORD,Focus C-Max Ghia (D),2990,Vizcaya,2005, Diésel,315000,Manual
8852,KIA,Sportage Black Edition,22550,Vizcaya,2021, Gasolina,13000,Manual
8853,KIA,Sportage Drive 2WD,16060,Vizcaya,2018, Diésel,140376,Manual
8854,MERCEDES-BENZ,Clase A 180,32900,Madrid,2021, Gasolina,8422,Automático
8855,PORSCHE,Cayenne 3.0 TDI 245CV TIPTRONIC,30400,Granada,2012, Diésel,182000,Automático
8856,BMW,Serie 1 118i (4.75),26300,Vizcaya,2021, Gasolina,12282,Manual
8857,HYUNDAI,Ioniq Híbrido 1.6 GDI 104 kW (141 CV) 6DCT Klass,15250,Cáceres,2017, Híbrido,130000,Automático
8858,OPEL,Insignia 2.0CDTI Excellence Aut. 170,15900,Toledo,2018, Diésel,133000,Automático
8859,SUZUKI,Jimny 1.5 Mode 3 Aut.,31450,Sevilla,2020, Gasolina,10827,Automático
8860,HYUNDAI,i30 1.0 TGDI Tecno 120,17150,Murcia,2020, Gasolina,14781,Manual
8861,SMART,Forfour 52,8990,Vizcaya,2015, Gasolina,32000,Manual
8862,HYUNDAI,i20 1.2 Go,16200,Pontevedra,2021, Gasolina,2888,Manual
8863,VOLKSWAGEN,Tiguan 1.4 TSI Sport 4Motion DSG 110kW,30990,Vizcaya,2018, Gasolina,35000,Automático
8864,MITSUBISHI,"ASX 200 DI-D MOTION 150CV.-4X2.-"" FAROS DE XENON + PARKTRONIC + EXTRAS "".-",13500,Tarragona,2012, Diésel,133404,Manual
8865,NISSAN,Qashqai 1.5dCi Acenta 4x2,18200,Barcelona,2017, Diésel,104363,Manual
8866,BMW,X1 sDrive 18dA,33100,Barcelona,2019, Diésel,37655,Automático
8867,LEXUS,RX 450h F Sport 637€/mes,74995,Madrid,2021, Híbrido,10000,Automático
8868,FORD,Fiesta 1.0 ECOBOOST 74KW ST-LINE S,14080,Madrid,2019, Gasolina,42000,Manual
8869,MINI,Mini Clubman Cooper D,17900,Madrid,2017, Diésel,91400,Automático
8870,KIA,Niro 1.6 HEV Drive,19600,Cantabria,2019, Híbrido,35260,Automático
8871,BMW,Serie 5 520dA Business,29400,Madrid,2017, Diésel,54200,Automático
8872,MITSUBISHI,Outlander 220DI-D Motion 2WD 5pl.,15400,Madrid,2016, Diésel,122900,Manual
8873,MINI,Mini 1.6 16V Cooper,8950,Málaga,2010, Gasolina,170470,Manual
8874,OPEL,Corsa 5p Selective 1.3 CDTI 70 kW (95 CV) Start&Stop,10100,Toledo,2017, Diésel,118836,Manual
8875,CITROEN,C3 1.4HDI Exclusive,7500,Sevilla,2015, Diésel,159000,Manual
8876,RENAULT,Mégane 1.5dCi Style,8400,Girona,2011, Diésel,42181,Manual
8877,CITROEN,C3 PureTech 60KW (83CV) Feel Pack,15725,Madrid,2021, Gasolina,16432,Manual
8878,KIA,Stonic 1.0 T-GDi 74kW (100CV) Drive,16400,Barcelona,2019, Gasolina,21961,Manual
8879,ABARTH,500 695 Tributo Ferrari Rojo Corsa Aut.,39900,Barcelona,2011, Gasolina,19000,Automático
8880,AUDI,A7 Sportback 2.0 TFSI S-Tronic,33900,Valencia,2016, Gasolina,39733,Automático
8881,BMW,X4 xDrive 20dA,29700,Valencia,2016, Diésel,147964,Automático
8882,OPEL,Astra ST 1.6CDTi S/S Business + 136,13900,Valencia,2018, Diésel,108192,Automático
8883,RENAULT,Koleos 1.7dCi Blue Zen X-Tronic 4x2 110kW,29400,Valencia,2020, Diésel,16284,Automático
8884,OPEL,Astra ST SPORT TOURER 1.2 TURBO 145 CV ELEGANCE,15500,Pontevedra,2020, Gasolina,35749,Manual
8885,MERCEDES-BENZ,Clase CLA Shooting Brake 220d AMG Line 7G-DCT,23900,Navarra,2016, Diésel,138000,Automático
8886,NISSAN,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,20610,Valencia,2021, Gasolina,19371,Manual
8887,MERCEDES-BENZ,Clase E 220CDI BE Avantgarde Aut.,15800,Barcelona,2010, Diésel,122000,Automático
8888,CUPRA,Formentor  2.0 TSI 228kW 4Drive DSG L Ed Petrol M 5p.,44900,Barcelona,2021, Gasolina,15000,Automático
8889,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14080,Toledo,2019, Gasolina,37060,Manual
8890,AUDI,A5 Sportback 40 TFSI S line S tronic,48900,Girona,2020, Gasolina,11850,Automático
8891,AUDI,A3 Sportback 30TDI Advanced,28500,Valencia,2021, Diésel,27900,Manual
8892,AUDI,Q2 1.6TDI Sport edition 85kW,24300,Barcelona,2018, Diésel,24089,Manual
8893,AUDI,A3 Sportback 40 e-tron S line S tronic,29400,Girona,2020, Híbrido Enchufable,35596,Automático
8894,AUDI,A1 Sportback 30 TFSI Adrenalin,28500,Cáceres,2021, Gasolina,10625,Manual
8895,AUDI,A3 Sedán 35 TDI Black line S tronic 110kW,29100,Valencia,2020, Diésel,31397,Automático
8896,SMART,Forfour EQ Passion,20854,Castellón,2019, Eléctrico,3,Automático
8897,SEAT,Ateca 1.5 EcoTSI S&S Style Go DSG,23400,Vizcaya,2021, Gasolina,19075,Automático
8898,RENAULT,Mégane 1.2 TCe Energy Zen 97kW (4.75),14790,Madrid,2018, Gasolina,45320,Manual
8899,OPEL,Corsa 1.3CDTi Enjoy,4000,Ciudad Real,2007, Diésel,183000,Manual
8900,RENAULT,Mégane 1.2 TCE Energy Dynamique S&S,7500,Vizcaya,2013, Gasolina,166000,Manual
8901,PEUGEOT,208 1.2L PURETECH 60KW STYLE 5P,10990,Toledo,2018, Gasolina,73785,Manual
8902,PEUGEOT,3008 1.6 HYBRID 225 E-AUTO ALLURE PACK 5P,35490,Madrid,2021, Eléctrico,11568,Automático
8903,BMW,Serie 1 116d,26900,Madrid,2020, Diésel,21500,Manual
8904,HYUNDAI,i10 1.0 MPI N-Line 2C,15975,Segovia,2021, Gasolina,7,Manual
8905,LAND-ROVER,Range Rover Velar 3.0D R-Dynamic SE 4WD Aut. 300,54900,Valencia,2017, Diésel,77700,Automático
8906,BMW,Serie 5 530iA xDrive,33900,Madrid,2017, Gasolina,76400,Automático
8907,SKODA,Superb 2.0TDI AdBlue Active 110kW,14900,Madrid,2018, Diésel,126900,Manual
8908,HYUNDAI,i40 CW 1.7CRDI GLS Bluedrive,11900,Granada,2016, Diésel,108925,Manual
8909,VOLVO,V40 Cross Country 2.0 D2 Kinetic,16990,La Coruña,2016, Diésel,113522,Manual
8910,LAND-ROVER,Defender 110 2.0D SD4 First Edition AWD Aut. 240,83500,Barcelona,2020, Diésel,9348,Automático
8911,NISSAN,Qashqai 1.2 DIG-T N-Connecta 4x2,15750,Zaragoza,2017, Gasolina,77500,Manual
8912,VOLKSWAGEN,Golf 2.0 TDI 110CV DPF 5p. Comfortline,8900,Badajoz,2009, Diésel,161190,Manual
8913,OPEL,Astra 1.0T S/S Selective,16900,Girona,2019, Gasolina,13605,Manual
8914,VOLKSWAGEN,Touareg 3.0 V6 TDI 245 Tiptronic BlueMotion Tech,17490,Castellón,2011, Diésel,283960,Automático
8915,CITROEN,C4 Picasso SX,6490,Vizcaya,2009, Diésel,141235,Automático
8916,LAND-ROVER,Range Rover Evoque 2.0D I4 MHEV Standard AWD Aut. 163,44500,Madrid,2021, Diésel,15000,Automático
8917,NISSAN,Juke 1.0 DIG-T N-Connecta 4x2 114,18900,Asturias,2021, Gasolina,16500,Manual
8918,RENAULT,Mégane 1.2 TCe Energy Zen 97kW (4.75),18190,Madrid,2018, Gasolina,21670,Manual
8919,VOLKSWAGEN,Scirocco 2.0 TSI DSG Edition,11200,Pontevedra,2010, Gasolina,173000,Automático
8920,RENAULT,Zoe Life 65kW,10000,Madrid,2014, Gasolina,14000,Automático
8921,MERCEDES-BENZ,Clase A 160,23210,Vizcaya,2019, Gasolina,16496,Manual
8922,CITROEN,C4 Grand Picasso 1.6e-HDI Seduction CMP,8840,Vizcaya,2013, Diésel,155000,Automático
8923,FORD,Focus 1.0 Ecoboost ST Line 125,18850,Valencia,2019, Gasolina,23532,Manual
8924,CITROEN,C3 BlueHDi 73KW (100CV) S&S ORIGINS Origins,14000,Zaragoza,2019, Diésel,21930,Manual
8925,MERCEDES-BENZ,Clase GLB 1.3 200 DCT 120KW (163CV),50000,Asturias,2021, Gasolina,10591,Automático
8926,TESLA,Model X 90D AWD,69900,Toledo,2017, Eléctrico,79000,Automático
8927,FORD,Fiesta 1.0 EcoBoost S/S ST Line 100,14900,Castellón,2019, Gasolina,31517,Manual
8928,FORD,Focus 1.0 Ecoboost ST Line 125,16900,Alicante,2019, Gasolina,63300,Manual
8929,FORD,Fiesta 1.0 EcoBoost S/S ST Line 100,14900,Castellón,2019, Gasolina,31517,Manual
8930,BMW,Serie 3 Coupé 335d Msport,20000,Cáceres,2007, Diésel,187000,Automático
8931,DACIA,Logan MCV Comfort TCE 66kW (90CV) - 18,8990,Valladolid,2018, Gasolina,99990,Manual
8932,HYUNDAI,Tucson 1.6 GDI 97kW (131CV) Tecno 4X2,19990,Valencia,2019, Gasolina,26342,Manual
8933,KIA,Niro 1.6 HEV Drive,19600,Vizcaya,2019, Híbrido,35260,Automático
8934,SMART,Fortwo EQ,20900,Córdoba,2020, Eléctrico,7082,Automático
8935,SMART,Forfour Electric Drive,15500,Barcelona,2017, Eléctrico,40310,Automático
8936,FORD,Ka 1.2 TiVCT Essential,9995,Sevilla,2017, Gasolina,29817,Manual
8937,BMW,Serie 3 320d,10900,Valencia,2008, Diésel,160600,Manual
8938,FORD,Fiesta 1.1 IT-VCT 55KW LIMITED EDITION 5P,13500,Valencia,2021, Gasolina,9823,Manual
8939,BMW,Serie 3 316d Touring (4.75),14010,Vizcaya,2013, Diésel,107000,Manual
8940,OPEL,Astra Selective,6490,Vizcaya,2014, Diésel,182000,Manual
8941,VOLKSWAGEN,Tiguan Advance BMT,30850,Vizcaya,2020, Gasolina,7000,Manual
8942,MERCEDES-BENZ,Clase GLA 200d 7G-DCT,22990,Vizcaya,2018, Diésel,125875,Automático
8943,MERCEDES-BENZ,Clase B 180d 8G-DCT,35500,Madrid,2021, Diésel,24053,Automático
8944,CITROEN,C-Zero Seduction,8000,Zaragoza,2016, Eléctrico,61501,Automático
8945,MITSUBISHI,Eclipse Cross 150 T Motion 2WD,20950,Tarragona,2018, Gasolina,72500,Manual
8946,MERCEDES-BENZ,Clase C Estate 220d,25500,Barcelona,2016, Diésel,96323,Manual
8947,FORD,Edge 2.0 TDCI 180PS Titanium 4WD,32000,Navarra,2019, Diésel,20185,Manual
8948,FIAT,Tipo 1.3 MULTIJET POP BUSINESS 95 4P,10800,Barcelona,2019, Diésel,43713,Manual
8949,PEUGEOT,RCZ 1.6 THP Asphalt 200,15600,Guipúzcoa,2012, Gasolina,141700,Manual
8950,PEUGEOT,2008 1.6 BlueHDI Style 100,12990,Valencia,2018, Diésel,180112,Manual
8951,BMW,Serie 1 2.0 118D 5P,31900,Madrid,2021, Diésel,11755,Manual
8952,RENAULT,Kadjar dCi 110 CV Energy Zen,15900,Cádiz,2016, Diésel,132000,Manual
8953,BMW,X1 2.0 SDRIVE18D AUTO 5P,30900,Madrid,2019, Diésel,17114,Automático
8954,FERRARI,355 F F1,78000,Barcelona,1999, Gasolina,63000,Automático
