,brand,model,price,province,matriculation,fuel,kilometres,gear
6121,TOYOTA,C-HR 125H Dynamic Plus,21990,Ávila,2017, Híbrido,67802,Automático
6122,HONDA,HR-V 1.5 i-VTEC CVT Executive,20990,Valencia,2016, Gasolina,78650,Manual
6123,KIA,Niro DRIVE,13500,Pontevedra,2017, Híbrido,136000,Automático
6124,BMW,Serie 5 520dA,28900,Cuenca,2018, Diésel,90000,Automático
6125,JEEP,Wrangler Unlimited Rubicon Special Edition Recon,49900,Barcelona,2017, Diésel,50000,Automático
6126,PEUGEOT,308 1.6e-HDI Style,9995,Valencia,2015, Diésel,123000,Manual
6127,VOLVO,XC60 D3 Kinetic 150,24900,Jaén,2016, Diésel,67285,Manual
6128,BMW,Serie 3 320dA,20900,Jaén,2016, Diésel,99986,Automático
6129,PEUGEOT,308 SW Active 1.6 BlueHDi 100 FAP,7990,Sevilla,2015, Diésel,173767,Manual
6130,PEUGEOT,208 1.2 PURETECH 100 EAT8 active,17379,Barcelona,2020, Gasolina,18214,Automático
6131,PEUGEOT,208 1.2 Puretech S&S Active Pack 100,16490,Madrid,2021, Gasolina,6245,Manual
6132,PEUGEOT,3008 SUV 1.5BlueHDi Allure S&S EAT8 130,30900,Huesca,2020, Diésel,7700,Automático
6133,BMW,Serie 4 420d Gran Coupé,29000,Barcelona,2017, Diésel,55781,Manual
6134,AUDI,A5 sport 2.0 TFSI 140kW(190CV) Sportback,24990,Barcelona,2017, Gasolina,72952,Manual
6135,VOLKSWAGEN,Scirocco 2.0 TSI 210,10000,Madrid,2010, Gasolina,216747,Manual
6136,MERCEDES-BENZ,Clase C 220d,19500,Badajoz,2016, Diésel,139000,Manual
6137,SEAT,Ibiza 1.2 TDI 75cv Copa Reference DPF,6990,Sevilla,2012, Diésel,138989,Manual
6138,CITROEN,Xsara Picasso 1.6 HDi 90CV airdream Classique,3500,Málaga,2010, Diésel,232000,Manual
6139,MERCEDES-BENZ,Clase GLA 200 d Business,21500,Pontevedra,2015, Diésel,123000,Manual
6140,KIA,Niro 1.6 GDi Híbrido 104kW (141CV) Emotion,17990,Valladolid,2018, Híbrido,51649,Automático
6141,JAGUAR,F-Pace 2.0L i4D AWD Automático Prestige,32000,Valladolid,2017, Diésel,81000,Automático
6142,MERCEDES-BENZ,Clase B 250e 8G-DCT,43900,Madrid,2021, Híbrido Enchufable,8394,Automático
6143,VOLKSWAGEN,Passat Variant 2.0TDI Sport DSG 140kW,18900,Barcelona,2016, Diésel,140000,Automático
6144,LAND-ROVER,Range Rover Evoque 2.0 L Td4 150 cv,28990,Vizcaya,2017, Diésel,72000,Automático
6145,MERCEDES-BENZ,Clase A 180d 8G-DCT,35000,Madrid,2021, Diésel,24478,Automático
6146,MERCEDES-BENZ,Clase A 180d 8G-DCT,33900,Madrid,2021, Diésel,7339,Automático
6147,SMART,Fortwo EQ,21500,Castellón,2021, Eléctrico,10,Automático
6148,CITROEN,C1 VTi 53kW (72CV) S&S Urban Ride,9900,La Coruña,2020, Gasolina,21828,Manual
6149,PORSCHE,Macan S Diesel Aut.,51990,Vizcaya,2017, Diésel,88000,Automático
6150,CITROEN,C3 PureTech 60KW (83CV) Feel Pack,17490,Zaragoza,2021, Gasolina,1,Manual
6151,BMW,Serie 1 118d,12190,Madrid,2014, Diésel,144800,Automático
6152,BMW,Serie 7 730dA xDrive,70900,Alicante,2021, Diésel,27589,Automático
6153,VOLVO,V40 BERLINA 2.0 D3 MOMENTUM 5P,17900,Guadalajara,2016, Diésel,82441,Manual
6154,FIAT,500 0.9 85 TWINAIR lounge,11031,Barcelona,2019, Gasolina,54250,Manual
6155,RENAULT,Captur TCe eco2 Energy Zen 90,16209,Madrid,2017, Gasolina,27500,Manual
6156,RENAULT,Scénic LIMITED Energy dCi 110 Euro 6,8990,Sevilla,2015, Diésel,138852,Manual
6157,OPEL,Crossland 1.2 60kW (81CV) Edition +,15390,Madrid,2020, Gasolina,27200,Manual
6158,RENAULT,Mégane 1.5dCi Energy Tech Road 81kW,14900,Pontevedra,2017, Diésel,86497,Manual
6159,FIAT,500 1.0 Hybrid Dolcevita 52kW,14485,Barcelona,2021, Gasolina,8760,Manual
6160,FIAT,500 1.0 Hybrid Dolcevita 52kW,14485,Barcelona,2021, Gasolina,8760,Manual
6161,MITSUBISHI,ASX 160 MPI Motion,16100,Barcelona,2018, Gasolina,48210,Manual
6162,BMW,X5 xDrive 30dA,29900,Barcelona,2013, Diésel,149000,Automático
6163,CITROEN,C3 1.5 BLUEHDI 73KW FEEL 99 5P,15900,León,2019, Diésel,53224,Manual
6164,AUDI,Q3 2.0 TFSI Sport Ed. Q. S tronic (9.75),30500,Valencia,2017, Gasolina,50887,Automático
6165,TOYOTA,Prius Plug-In 125PH Advance,28490,Ciudad Real,2021, Híbrido,2,Automático
6166,TOYOTA,Aygo 70 x-play,11740,Sevilla,2021, Gasolina,9824,Manual
6167,TOYOTA,C-HR 1.8 125H Advance,21900,Barcelona,2019, Gasolina,43567,Automático
6168,PORSCHE,Cayenne 4.5 Turbo S Aut.,34900,Málaga,2006, Gasolina,51000,Automático
6169,RENAULT,Talisman 1.6dCi Energy Intens 96kW,14900,Valencia,2017, Diésel,149877,Manual
6170,VOLKSWAGEN,Golf G. Sportsvan 1.6TDI CR BMT BM Business Navi,13400,Jaén,2016, Diésel,104174,Manual
6171,BMW,X1 sDrive 18dA,26900,Jaén,2018, Diésel,95150,Automático
6172,PEUGEOT,2008 1.5 BLUEHDI 130 EAT8 gt line,24831,Barcelona,2020, Diésel,17934,Automático
6173,PEUGEOT,5008 GT-Line 1.2L PureTech 96kW (130CV) EAT8 GT Line,29490,Zaragoza,2020, Gasolina,31953,Automático
6174,PEUGEOT,308 1.6 HDI 100CV,9900,Lugo,2016, Diésel,142300,Manual
6175,PEUGEOT,508 1.5BlueHDi S&S Allure Pack EAT8 130,28490,Sevilla,2021, Diésel,1,Automático
6176,PEUGEOT,508 5P Active PureTech 130kW (180) S&S EAT8,23990,Sevilla,2020, Gasolina,22608,Automático
6177,PEUGEOT,108 1.0 VTi S&S Active 72,10900,Huesca,2019, Gasolina,44500,Manual
6178,TOYOTA,Auris TS 1.8 Hybrid Black Edition,15795,Las Palmas,2018, Híbrido,24000,Automático
6179,AUDI,Q3 Design ed 2.0 TFSI 132kW(180CV) quattro S tronic,25490,Valencia,2018, Gasolina,26185,Automático
6180,AUDI,A3 Cabrio 2.0 TDI 140cv S tronic Attraction,11990,Valencia,2012, Diésel,132781,Manual
6181,BMW,Serie 4 420i Cabrio,34909,Alicante,2019, Gasolina,41357,Automático
6182,DACIA,Sandero 0.9 TCE Stepway Ambiance 66kW,10715,Madrid,2017, Gasolina,42000,Manual
6183,CITROEN,C4 1.6 e-HDi 115cv Collection,10900,Zaragoza,2014, Diésel,87655,Manual
6184,VOLKSWAGEN,Passat 1.6TDI Advance 88kW,18110,Vizcaya,2017, Diésel,50876,Manual
6185,BMW,Serie 2 220d Cabrio,26990,Granada,2017, Diésel,89900,Manual
6186,FORD,Fiesta 1.25 82CV TREND 5P,9800,Vizcaya,2013, Gasolina,10800,Manual
6187,OPEL,Crossland 1.2 110CV ELEGANCE 5P,19700,Murcia,2021, Gasolina,48,Manual
6188,FORD,Focus 1.0 Ecoboost ST Line 125,18850,Valencia,2019, Gasolina,23532,Manual
6189,VOLKSWAGEN,Polo 1.0 55kW (75CV) Edition,10990,Málaga,2018, Gasolina,85220,Manual
6190,MERCEDES-BENZ,Clase A 180,19590,Madrid,2018, Gasolina,73700,Automático
6191,VOLKSWAGEN,T-Cross 1.0 TSI Advance DSG7 81kW,24485,Barcelona,2021, Gasolina,9189,Automático
6192,RENAULT,Captur 1.5 Blue dCi 95cv Business,18391,Barcelona,2020, Diésel,15252,Manual
6193,SEAT,Alhambra 2.0 TDI 150 CV Ecomotive S/S Reference,15990,Jaén,2016, Diésel,146971,Automático
6194,SKODA,Fabia 1.0 MPI 55KW (75cv) Ambition,11700,Sevilla,2019, Gasolina,76744,Manual
6195,FORD,Fiesta 1.1 IT-VCT 55KW TREND 5P,13650,Alicante,2021, Gasolina,11833,Manual
6196,CITROEN,C3 PureTech 60KW (83CV) Feel Pack,13900,Girona,2021, Gasolina,15470,Manual
6197,INFINITI,QX70 3.0D V6 S PREMIUM AWD AUTO,17990,Salamanca,2015, Diésel,199990,Automático
6198,VOLKSWAGEN,Golf 1.4 TSI BMT Sport 150 ACT Tech.,17900,Barcelona,2014, Gasolina,91000,Manual
6199,RENAULT,Scénic Grand 1.6dCi Dynamique En. 7pl. 130S&S,9780,Vizcaya,2012, Diésel,124500,Manual
6200,MERCEDES-BENZ,Clase GLB 200d 4Matic 8G-DCT,49500,Madrid,2021, Diésel,15166,Automático
6201,VOLKSWAGEN,Tiguan +Motion 2.0 TDI 140 CV 4Motion,12000,Castellón,2009, Diésel,184000,Manual
6202,RENAULT,Clio Zen Energy TCe 87kW (120CV),12990,Sevilla,2017, Gasolina,29996,Automático
6203,SEAT,León ST 1.4 TSI 110kW ACT DSG-7 St&Sp FR,12490,Castellón,2017, Gasolina,143654,Automático
6204,HYUNDAI,i30 1.6CRDi BD Klass 110,9900,Pontevedra,2015, Diésel,165000,Manual
6205,FIAT,500 1.0 Hybrid Dolcevita 52kW,14985,Barcelona,2021, Gasolina,8175,Manual
6206,MAZDA,RX-8 Deportivo 231cv Manual de 4 Puertas,8990,Valencia,2003, Gasolina,89433,Manual
6207,BMW,Serie 1 118d,18400,Madrid,2017, Diésel,80300,Manual
6208,FORD,Focus Sb.1.6TDCi Titanium 115,8390,Huesca,2013, Diésel,207000,Manual
6209,MINI,Mini 1.6 16V Cooper,4500,Málaga,2002, Gasolina,135337,Manual
6210,MINI,Mini Clubman  Cooper D Boost,15999,Castellón,2017, Diésel,83232,Manual
6211,JEEP,Wrangler RUBICON UNLIMITED AUTO 2.0 PHEV 381CV 5P,70000,Barcelona,2021, Eléctrico,10,Automático
6212,SSANGYONG,"Korando  2,0 Limited 4x2 2WD 2014",27500,Córdoba,2021, Diésel,6856,Manual
6213,AUDI,Q2 30 TDI Design S tronic 85kW,28300,Valencia,2018, Diésel,67593,Automático
6214,TOYOTA,Aygo 70 x-play,11740,Toledo,2021, Gasolina,9824,Manual
6215,TOYOTA,C-HR 125H Advance,22490,Guadalajara,2018, Híbrido,58477,Automático
6216,TOYOTA,C-HR 125H Advance,22490,Almería,2018, Híbrido,58477,Automático
6217,PEUGEOT,407 2.0HDI ST Confort Pack,3890,Vizcaya,2006, Diésel,210000,Manual
6218,PEUGEOT,308 1.5BlueHDi S&S Active 130,11400,Cádiz,2018, Diésel,124000,Manual
6219,PEUGEOT,3008 1.5 BlueHDi 130cv S&S EAT8 Allure Pack,26579,Barcelona,2020, Diésel,24515,Automático
6220,PEUGEOT,3008 SUV 1.2 S&S PureTech GT Line EAT8 130,29485,Barcelona,2020, Gasolina,7940,Automático
6221,JEEP,Compass 1.6 MJET 88KW LONGITUDE FWD 120 5P,22500,Málaga,2019, Diésel,37260,Manual
6222,AUDI,Q5 2.0TDI quattro 170 DPF,16500,Badajoz,2011, Diésel,163430,Manual
6223,AUDI,A1 1.6 TDI 116CV,12490,Castellón,2015, Diésel,98423,Manual
6224,AUDI,A3 SLine Quattro,21790,Granada,2015, Diésel,99953,Automático
6225,AUDI,A5 Sportback 2.0TDI S tronic 110kW,34990,Vizcaya,2017, Diésel,75000,Automático
6226,AUDI,A1 Design 1.6 TDI 85kW (116CV)Sportback,16990,Almería,2018, Diésel,39553,Manual
6227,CITROEN,C-Elysée 1.2 PureTech Seduction 82,7900,Cádiz,2016, Gasolina,188000,Manual
6228,CITROEN,C3 1.2 PURETECH 110 EAT6 shine,15870,Barcelona,2020, Gasolina,17958,Automático
6229,CITROEN,C-Elysée VTi 72 Seduction,5900,Toledo,2013, Diésel,135519,Manual
6230,BMW,X1 2.0 XDRIVE18D 4WD 5P,39900,Madrid,2021, Diésel,13595,Automático
6231,BMW,Serie 1 116dA,16990,Pontevedra,2016, Diésel,106663,Automático
6232,FIAT,500 1.0 Hybrid Dolcevita 52kW,14490,Murcia,2021, Gasolina,9082,Manual
6233,BMW,Serie 1 120d,11490,Vizcaya,2008, Diésel,120256,Manual
6234,OPEL,Corsa 1.2 XEL 55kW (75CV) Edition,15900,La Coruña,2019, Gasolina,16137,Manual
6235,VOLKSWAGEN,Up! High 1.0 75CV ASG,10590,Madrid,2015, Gasolina,57200,Automático
6236,RENAULT,Clio TCe GPF Energy Zen 66kW,10985,Barcelona,2017, Gasolina,64000,Manual
6237,VOLVO,XC90 2.0 B5 D MOMENTUM PRO AWD AUTO 235 5P 7 PLAZAS,58000,Valladolid,2021, Diésel,13183,Automático
6238,CITROEN,C2 1.4i VTR,4500,Vizcaya,2005, Gasolina,135315,Manual
6239,MERCEDES-BENZ,Clase GLC 63 AMG 4Matic+ Speedshift MCT 9G,89900,Barcelona,2019, Gasolina,22645,Automático
6240,FORD,Tourneo Courier 1.0 Ecoboost Titanium,15900,Barcelona,2019, Gasolina,29900,Manual
6241,CITROEN,C4 1.2 PureTech Feel Pack S&S 130,20490,Zaragoza,2021, Gasolina,1,Manual
6242,NISSAN,Qashqai STERCKMAN STARLETT CONFORT 490P,17990,Sevilla,2020, Diésel,1000,Manual
6243,FORD,Kuga 2.0 TDCi 110kW 4x2 A-S-S Titanium,16990,Salamanca,2018, Diésel,149990,Manual
6244,SUZUKI,Jimny 1.5 PRO 5MT,24750,Sevilla,2021, Gasolina,85,Manual
6245,VOLKSWAGEN,Golf Variant Advance BlueMotion Tech.,12130,Vizcaya,2016, Diésel,129689,Automático
6246,MERCEDES-BENZ,Clase B 200d 7G-DCT,20890,Vizcaya,2018, Diésel,95000,Automático
6247,LEXUS,IS 200d,12030,Vizcaya,2012, Diésel,127068,Manual
6248,OPEL,Corsa 1.2T XHL 74kW (100CV) Elegance,14400,Sevilla,2021, Gasolina,10170,Manual
6249,VOLVO,XC60 2.0 B4 D MOMENTUM PRO AUTO 197 5P,41450,Córdoba,2021, Gasolina,18978,Automático
6250,KIA,Rio 1.2 CVVT 84CV Drive,8990,Sevilla,2015, Gasolina,94840,Manual
6251,CITROEN,C3 PureTech 60KW (83CV) Feel Pack,14300,Sevilla,2021, Gasolina,12878,Manual
6252,FORD,Focus Sportbreak 1.0 Ecoboost Trend+ Aut.,11990,Castellón,2016, Gasolina,29899,Automático
6253,CITROEN,C4 Picasso 1.2 PureTech S&S Feel 130,14990,Madrid,2018, Gasolina,27360,Manual
6254,BMW,Serie 3 320XD MH M SPORT,38900,Lugo,2020, Diésel,33500,Automático
6255,BMW,X1 sDrive 18d,20500,Cádiz,2016, Diésel,134000,Manual
6256,BMW,Serie 3 320XD MH M SPORT,38900,Lugo,2020, Diésel,33500,Automático
6257,BMW,Serie 5 540iA Touring xDrive,48900,Alicante,2018, Gasolina,73425,Automático
6258,HYUNDAI,Tucson 1.6 TGDI 48V Tecno Sky 4x2,31900,Barcelona,2021, Gasolina,15000,Manual
6259,SEAT,Ibiza 1.9 TDI 101CV 5p. Stella,2950,Málaga,2003, Diésel,278264,Manual
6260,VOLVO,XC60 Inscription D4 AWD Aut.,36900,Granada,2018, Diésel,57960,Automático
6261,MERCEDES-BENZ,Clase E 200CDI Elegance Aut.,8490,Murcia,2006, Diésel,196898,Automático
6262,VOLKSWAGEN,Golf 5p i 2.0 TDI 140 CV DSG,4190,Murcia,2004, Diésel,301699,Automático
6263,OPEL,Zafira Tourer 2.0 CDTi 130 CV Expression,12990,Jaén,2015, Diésel,78715,Manual
6264,MERCEDES-BENZ,Clase B 180 CDI Executive,8600,Murcia,2011, Diésel,178000,Manual
6265,OPEL,Corsa 1.2T XHL S/S Edition 100,15250,Valencia,2021, Gasolina,10,Manual
6266,RENAULT,Clio 1.5dCi SS Energy Business 55kW,9700,Pontevedra,2017, Diésel,124011,Manual
6267,FORD,EcoSport 1.0 EcoBoost Titanium S 125,13450,Vizcaya,2016, Gasolina,78034,Manual
6268,BMW,Serie 4 418d Gran Coupé,18710,Vizcaya,2016, Diésel,135440,Manual
6269,MERCEDES-BENZ,Clase A 180d 8G-DCT,32900,Guipúzcoa,2021, Diésel,19000,Automático
6270,PORSCHE,Boxster ,43990,Valencia,2016, Gasolina,122653,Automático
6271,MITSUBISHI,Grandis 2.0DI-D Challenge,9390,Vizcaya,2010, Diésel,87100,Manual
6272,MASERATI,Quattroporte 3.0 V6 S Q4 AUTO 4WD 410 4P,46000,Málaga,2016, Gasolina,58029,Automático
6273,SEAT,León 1.5 TSI 96kW (130CV) S&S Style Visio Ed,15400,Madrid,2018, Gasolina,53620,Manual
6274,SSANGYONG,Tivoli G16 Line 4x2,14900,Cádiz,2017, Gasolina,59000,Manual
6275,AUDI,A4 Allroad Q. 2.0TDI 150 Advanced Ed.,19900,Valencia,2015, Diésel,103753,Manual
6276,TOYOTA,Yaris 1.0 Linea Terra,3290,Vizcaya,2003, Gasolina,178000,Manual
6277,TOYOTA,Avensis 150D Business Advance,16900,Toledo,2017, Diésel,39000,Manual
6278,TOYOTA,Auris Touring Sports 115D Active,12990,Barcelona,2017, Diésel,130000,Manual
6279,TOYOTA,C-HR 125H Advance,21990,Ávila,2017, Híbrido,58171,Automático
6280,VOLKSWAGEN,Golf 1.0 TSI 85KW ADVANCE 115 5P,20900,Murcia,2019, Gasolina,20631,Manual
6281,OPEL,Corsa 1.4 Business 90 (4.75),9990,Pontevedra,2017, Gasolina,61508,Manual
6282,PEUGEOT,2008 1.5 BLUEHDI 130 EAT8 gt line,24831,Barcelona,2020, Diésel,20442,Automático
6283,PEUGEOT,508 2.0HDI Active 140,10495,Madrid,2015, Diésel,156000,Manual
6284,AUDI,A3 Sportback 1.0 TFSI Black Line ed. 85kW,23495,Sevilla,2019, Gasolina,6373,Manual
6285,NISSAN,X-Trail 1.6 DIG-T N-Connecta 4x2,18515,Madrid,2017, Gasolina,62000,Manual
6286,FORD,C-Max C Max 1.5 TDCi 70kW (95CV) Trend+,14400,Sevilla,2018, Diésel,56362,Manual
6287,VOLKSWAGEN,Golf 1.6 TDI 115CV 5p. Business BMT,16950,Cáceres,2018, Diésel,123000,Manual
6288,VOLVO,XC90 2.0 D5 R-DESIGN 4WD AUTO 235 5P 7 PLAZAS,47350,Córdoba,2018, Diésel,134949,Automático
6289,MERCEDES-BENZ,Clase C Mercedes-AMG 63 Estate,50000,Barcelona,2015, Gasolina,88305,Automático
6290,MERCEDES-BENZ,Clase A 200d AMG LINE AUTOMATICO 2018,25900,Barcelona,2018, Diésel,26000,Automático
6291,MERCEDES-BENZ,Viano 2.2 CDI Trend Compacta,20990,Sevilla,2011, Diésel,131378,Manual
6292,DACIA,Duster 1.5 dCi 110 CV S&S 4x2 Prestige,12500,Murcia,2017, Diésel,98000,Manual
6293,DACIA,Sandero 0.9 TCE Stepway 90,11500,Barcelona,2017, Gasolina,42000,Manual
6294,RENAULT,Kadjar 1.2 TCe Energy Intens 97kW,15900,Barcelona,2016, Gasolina,48053,Manual
6295,RENAULT,Clio 0.9 TCE BUSINESS 55KW - 18 5P,14000,Alicante,2018, Gasolina,42701,Manual
6296,VOLKSWAGEN,Golf 1.6 TDI 105CV DSG 7 MARCHAS E PUERTAS,8000,Badajoz,2011, Diésel,182010,Automático
6297,PORSCHE,Macan GTS Aut.,62000,Cádiz,2016, Gasolina,98000,Automático
6298,RENAULT,Mégane 1.3 TCe GPF Zen 103kW,18490,Madrid,2020, Gasolina,14630,Manual
6299,FORD,Focus 1.0 Ecoboost Trend+ 125,15400,Valencia,2018, Gasolina,43500,Manual
6300,LAND-ROVER,Range Rover Velar 2.0D R-Dynamic S 4WD Aut. 180,65990,Barcelona,2020, Diésel,10000,Automático
6301,SKODA,Fabia 1.0 MPI 55KW (75cv) Ambition,9490,Barcelona,2016, Gasolina,84091,Manual
6302,VOLKSWAGEN,CC 2.0TDI BMT DSG 177,15890,Vizcaya,2014, Diésel,113447,Automático
6303,KIA,XCeed Tech,22360,Vizcaya,2020, Gasolina,9743,Manual
6304,OPEL,Astra 1.6CDTi Business 110,9730,Madrid,2017, Diésel,132641,Manual
6305,AUDI,A3 1.6TDI Design Edition 85kW,20100,Barcelona,2017, Diésel,99674,Manual
6306,SSANGYONG,"Korando  2,0 Limited 4x2 2WD 2014",24950,Córdoba,2021, Diésel,6471,Manual
6307,FORD,Fiesta 1.0 EcoBoost 74kW Vignale S/S 5p,15500,Barcelona,2019, Gasolina,1,Manual
6308,TOYOTA,C-HR 125H Dynamic Plus,21990,Zamora,2017, Híbrido,67802,Automático
6309,FIAT,500X 1.4 Multiair S-Design 4x2 DDCT 103kW,16900,Cuenca,2017, Gasolina,49000,Automático
6310,PEUGEOT,308 1.2 PURETECH 130 tech edition,16468,Barcelona,2019, Gasolina,41127,Manual
6311,PEUGEOT,5008 GT-Line 2.0L BlueHDi 110kW (150CV) S&S,19990,Salamanca,2017, Diésel,153667,Manual
6312,PEUGEOT,iOn 35kW,9560,Vizcaya,2018, Eléctrico,64733,Automático
6313,PEUGEOT,307 1.6 X-Line,2890,Vizcaya,2005, Gasolina,290000,Manual
6314,PEUGEOT,308 1.2 PureTech S&S Allure 130,13900,Alicante,2019, Gasolina,81460,Manual
6315,PEUGEOT,2008 1.2 PureTech S&S Active Pack 100,21200,Valencia,2021, Gasolina,12533,Manual
6316,PEUGEOT,308 5p  PureTech 110 S&S Active Pack,16400,Sevilla,2021, Gasolina,26408,Manual
6317,PEUGEOT,508 2.0BlueHDi S&S GT Line EAT8 160,32490,Sevilla,2020, Diésel,28400,Automático
6318,AUDI,Q5 2.0TDI quattro S Line Edition 150,26900,Jaén,2016, Diésel,99800,Manual
6319,AUDI,Q2 35 TFSI 150 s line,30820,Barcelona,2021, Gasolina,12690,Manual
6320,AUDI,A3 SPORTBACK 1.2 TFSI 110CV ADVANCED,15990,Vizcaya,2016, Gasolina,104000,Manual
6321,LAND-ROVER,Range Rover Evoque 2.0 D 150cv FWD,37260,Barcelona,2020, Diésel,14963,Manual
6322,SEAT,Arona 1.0 TSI 81 KW (110 CV) 6 VEL START/STOP STYLE GO2,18800,Murcia,2021, Gasolina,26085,Manual
6323,PORSCHE,911 GT3 RS PDK,216900,Barcelona,2018, Gasolina,16500,Automático
6324,KIA,Sportage 1.6 GDi x-Tech18 4x2,16900,Barcelona,2018, Gasolina,49000,Manual
6325,VOLVO,XC60 D3 Summum 150,21890,Málaga,2016, Diésel,106000,Manual
6326,MERCEDES-BENZ,Clase A Sedán 200,30990,Salamanca,2020, Gasolina,29400,Automático
6327,CITROEN,C3 1.2 PURETECH 83 origins,14628,Barcelona,2020, Gasolina,14868,Manual
6328,RENAULT,Captur 1.5 BLUE DCI 95 business,18391,Barcelona,2020, Diésel,17845,Manual
6329,MERCEDES-BENZ,Clase B 180CDI BE 7G-DCT 01R 952 (4.75),14900,Barcelona,2012, Diésel,61000,Automático
6330,CITROEN,C4 Picasso 2.0HDI Millenium CMP 150,5900,Cáceres,2013, Diésel,235000,Automático
6331,FORD,Fiesta 1.0 ECOBOOST 103KW ST-LINE S,14080,Madrid,2019, Gasolina,35505,Manual
6332,CITROEN,C4 Picasso 1.6BlueHDI S&S Shine EAT6 120,13900,Lugo,2016, Diésel,134950,Automático
6333,RENAULT,Clio Limited TCe 66kW (90CV) -18,9490,Salamanca,2019, Gasolina,104000,Manual
6334,SKODA,Citigo 1.0 MPI 44KW (60cv) Active,9990,Almería,2021, Gasolina,9987,Manual
6335,ABARTH,500 1.4 16v T-Jet 595 107kW (145CV) E6,14990,Valencia,2018, Gasolina,34892,Automático
6336,VOLVO,XC60 XC-60 2.0 D4 MOMENTUM AUTO 4WD 5P,38900,Guadalajara,2017, Diésel,49732,Automático
6337,BMW,Serie 3 320dA Gran Turismo xDrive,22900,Toledo,2018, Diésel,134000,Automático
6338,HYUNDAI,Santa Fe Tm 2.0CRDi Essence SR 4x2,26273,Alicante,2019, Diésel,60258,Manual
6339,LAND-ROVER,Range Rover Sport 3.0D I6 220kW (300CV) MHEV AWD Auto HSE,92990,Barcelona,2021, Híbrido,7800,Automático
6340,MERCEDES-BENZ,Clase B 200 d,19990,La Coruña,2018, Diésel,84800,Automático
6341,BMW,Serie 5 520d,20990,La Coruña,2014, Diésel,119990,Manual
6342,HYUNDAI,i30 1.0 TGDI Klass,15390,Madrid,2019, Gasolina,51304,Manual
6343,CITROEN,C3 Feel Pack,14470,Vizcaya,2021, Gasolina,3808,Manual
6344,SEAT,León Nuevo  1.6 TDI 115 style,17158,Barcelona,2020, Diésel,18437,Manual
6345,BMW,Serie 6 640iA Gran Turismo xDrive,37500,Castellón,2018, Gasolina,65379,Automático
6346,VOLKSWAGEN,Passat Variant 1.6TDI Bluemotion,5500,Granada,2012, Diésel,258212,Manual
6347,MERCEDES-BENZ,Clase C 220 d Automatic Sport,28990,Málaga,2014, Diésel,118000,Automático
6348,SMART,Forfour 66 Aut.,14850,Barcelona,2018, Gasolina,24450,Automático
6349,VOLKSWAGEN,Golf 1.6TDI CR Advance 90,8990,Murcia,2010, Diésel,101507,Manual
6350,SEAT,Ateca 2.0TDI CR S&S Xcellence 4Drive DSG7 190,23900,Toledo,2017, Diésel,92000,Automático
6351,MINI,Mini Cooper 2,27840,Valencia,2018, Gasolina,61253,Automático
6352,PEUGEOT,207 1.4HDI Urban,5900,Valencia,2007, Diésel,93560,Manual
6353,SSANGYONG,Korando D20T Line 4x2,8990,Sevilla,2012, Diésel,122216,Manual
6354,AUDI,Q5 2.0TDI 110kW,33500,Valencia,2018, Diésel,49950,Manual
6355,AUDI,A3 Sportback 2.0TDI S tronic 110kW,18400,Valencia,2016, Diésel,123076,Automático
6356,TOYOTA,Auris 130 Live,8990,Sevilla,2013, Gasolina,122928,Manual
6357,TOYOTA,Corolla 125H Active Tech,19990,Palencia,2019, Híbrido,53025,Automático
6358,TOYOTA,C-HR 125H Advance,22990,Soria,2018, Híbrido,60091,Automático
6359,TOYOTA,Yaris 90D ACTIVE,8490,Valencia,2012, Diésel,133530,Manual
6360,NISSAN,Qashqai 1.3 DIG-T mHEV 12V Premiere Edition 4x2 103kW,28900,Vizcaya,2021, Gasolina,10278,Manual
6361,RENAULT,Mégane 1.5dCi Energy Business 81kW,13900,Valencia,2018, Diésel,104638,Manual
6362,BMW,Serie 1 116d,32210,Zaragoza,2021, Diésel,60,Manual
6363,BMW,X1 xDrive 20dA,25900,Valencia,2016, Diésel,107448,Automático
6364,SEAT,León 1.5 eTSI S&S FR DSG-7 150,26500,Valencia,2020, Gasolina,26717,Automático
6365,NISSAN,X-Trail 1.6 dCi Acenta 4x2 7 pl.,22400,Valencia,2018, Diésel,70732,Manual
6366,PEUGEOT,3008 Active BlueHDi 130 S&S,21300,Córdoba,2018, Diésel,93452,Manual
6367,PEUGEOT,3008 1.6BLUEHDI 120 HP GT LINE S&S GT Line,22700,Castellón,2017, Diésel,72384,Manual
6368,PEUGEOT,508 1.5BlueHDi S&S Active Pack EAT8 130,29500,Huesca,2021, Diésel,1,Automático
6369,PEUGEOT,3008 Active,19020,Vizcaya,2018, Diésel,70253,Manual
6370,FIAT,Panda 1.2 Lounge,9990,Valencia,2020, Gasolina,28415,Manual
6371,AUDI,A5 S line 40 TDI 140kW S tronic Cabrio,40020,Barcelona,2019, Diésel,14040,Automático
6372,AUDI,A3 Sportback 2.0TDI Design ed. S-T 7 110kW,26840,Valencia,2018, Diésel,87368,Automático
6373,AUDI,Q5 2.0 TDI 170cv quattro DPF,13990,Sevilla,2010, Diésel,149998,Automático
6374,FORD,Tourneo Courier 1.0 EcoBoost 74kW (100CV) Ambiente,10580,Barcelona,2018, Gasolina,35798,Manual
6375,BMW,Serie 1 118i,22990,Castellón,2021, Gasolina,4512,Manual
